Electrode,Weight
POL LAMY3-Ref-3,1897.712139480715
POL LRCS1-Ref,1893.92566408036
POL RaTh11-Ref,1891.5290582926211
POL LaTH13-Ref-0,1890.1408653924175
POL RaTH1-Ref-1,1874.4967586271405
POL LMCC16-Ref-0,1872.728713554865
POL LMiC9-Ref,1864.8757579897454
POL RsCC5-Ref,1858.503027522667
POL LMiC6-Ref,1853.2783519807608
POL RHIP10-Ref-1,1847.3842383538108
POL LaTH14-Ref-1,1842.2394191948927
POL RPIN3-Ref-1,1840.60410103204
POL RPIN12-Ref-1,-1840.1921171492784
POL RAMY2-Ref-1,1831.016511254682
POL RaTH10-Ref-1,-1828.9312395534082
POL LSCC3-Ref,1826.9794078667467
POL RaIN8-Ref,1817.599638885227
POL LpFG1-Ref,-1813.7159083076444
POL LPHG8-Ref-1,1808.3108864423791
POL RMCC11-Ref-1,1803.4689495491139
POL LIL3-Ref,1791.9952917939559
POL LMiC1-Ref,1790.8791433664544
POL LPCn10-Ref,1789.1317136650312
POL RHIP1-Ref-0,1779.8367372996122
POL LHiP5-Ref,-1776.285426893101
POL LRCS11-Ref,1775.6250883361893
POL RpTH2-Ref-0,1766.3106687552638
POL LvPH6-Ref,1749.3342487898065
POL RAMY4-Ref-3,1744.9624479388515
POL LSU2-Ref,1742.8664216707712
POL LPCn11-Ref,1742.543126238851
POL LAMY7-Ref-3,1734.428703271937
POL LPHG3-Ref-0,1731.002645109722
POL RpTH4-Ref-1,1724.1329456911735
POL LOfC5-Ref,1722.165124119189
POL RPIN2-Ref-0,1720.682851372705
POL LvPH2-Ref,1715.3049289712121
POL LOFC11-Ref-1,1701.3325072214916
POL RaIN7-Ref,1700.3326400481285
POL RHIP5-Ref-0,1697.937958154983
POL RAMY12-Ref-2,-1696.945745613117
POL LaTH9-Ref-2,1696.5952412642532
POL LSCC4-Ref,1688.6614665615725
POL RPCn6-Ref,1684.6661370215265
POL RsCC4-Ref,1680.7640764965722
POL RpTh4-Ref,1678.985844215437
POL LaTH12-Ref-1,-1668.1221666419128
POL RpTH12-Ref-1,1664.9565985982197
POL RPIN8-Ref-0,1663.245614572478
POL LOfC4-Ref,1652.9517909980336
POL LRMD2-Ref-0,1652.4972129370144
POL LpFG2-Ref,-1652.4666564795873
POL RMiC8-Ref,1644.307286316478
POL LRMD3-Ref-0,1643.2691534236517
POL LaTH14-Ref-0,1629.8677283150616
POL RPIN16-Ref-0,1624.7287350407532
POL LaTH11-Ref-0,1622.4691863981566
POL LPHG5-Ref-1,1621.7094488701757
POL LaTh4-Ref,1617.0004049512565
POL LOFC2-Ref-1,1598.5309009223347
POL LPHG9-Ref-0,-1593.6609883234657
POL LRCS7-Ref,1593.0278053002876
POL LMiC10-Ref,1581.7711594121859
POL LaTH3-Ref-1,1570.799101694859
POL LITG9-Ref,1558.8779941804628
POL LOfC1-Ref,1551.1393414346946
POL LAMY1-Ref-2,1550.6851511685877
POL LHiP11-Ref,-1534.9823712651362
POL LPIN1-Ref-0,1529.5743128054337
POL LACC6-Ref,1526.1329262358156
POL LaTH8-Ref-0,1524.7389723340762
POL AINS11-Ref,-1523.357828328327
POL RPCn8-Ref,-1521.3536619429458
POL RaTH6-Ref-1,1518.692659192017
POL RpTh1-Ref,1513.4305240832637
POL LSCC2-Ref,1512.218888240758
POL RpTH14-Ref-0,-1497.517110961758
POL LPCn5-Ref,1487.651299684008
POL LACC5-Ref,1484.1331759303307
POL RaTH5-Ref-1,1471.0103517654097
POL LpTH2-Ref-0,1468.8621582877706
POL LAMY2-Ref-0,1468.0303832718607
POL RAMY4-Ref-2,1464.9738384369768
POL RMCC11-Ref-0,1464.7842947096563
POL LvPH5-Ref,1460.0699247260477
POL RaTh2-Ref,1446.95257210302
POL RPCn3-Ref,1445.844072841306
POL RpTH4-Ref-0,1438.5293784705798
POL RpTH8-Ref-0,-1426.6211795891552
POL LaTh1-Ref,1423.5856786561642
POL CINS1-Ref,1419.1389651599764
POL LOFC1-Ref-0,1417.8384940137987
POL LACC2-Ref,1409.3721875296578
POL RMCC12-Ref-0,1401.3706428977198
POL RpHP12-Ref,1400.3169404112934
POL LOFC2-Ref-0,1397.3510140966685
POL LMCC9-Ref-0,1392.540646103469
POL LpTh1-Ref,1392.0455642382494
POL AINS2-Ref,1390.0432825661328
POL RAMY10-Ref-3,-1386.848185427642
POL RsCC8-Ref,1381.4278732898517
POL LPHG7-Ref-0,-1377.8952201674822
POL RPCn16-Ref,1376.8399610933236
POL RpHP4-Ref,1369.3372782554552
POL RpHP9-Ref,-1365.9948321010645
POL LSCC9-Ref,1359.518953283833
POL RaTH12-Ref-0,-1357.5241991943878
POL LOFC9-Ref-0,1356.0532193590368
POL RAMY6-Ref-1,1346.1066247467486
POL LRMD9-Ref-1,-1345.9525550403744
POL RsCC6-Ref,1344.0374306794574
POL LOfC2-Ref,1343.594785361497
POL LMDT6-Ref,1343.0253290423743
POL RpTh6-Ref,-1336.920325673019
POL RaIN6-Ref,1336.4236298298988
POL LaTH7-Ref-0,1330.7269100644774
POL RaTH12-Ref-1,1325.9659027606624
POL LOFC5-Ref-0,1317.8941381933441
POL RMCC14-Ref-0,1313.9877005987844
POL RAMY11-Ref-2,-1311.9590699683777
POL RpTh12-Ref,1307.947949298433
POL LMCC7-Ref-0,1306.2267550906063
POL LaTH11-Ref-2,1305.655466997208
POL RsCC7-Ref,1302.4831660748284
POL LpTH3-Ref-1,1298.0743193873022
POL RMCC9-Ref-0,1297.8678664921065
POL LACC12-Ref,1295.5337141052923
POL LAMY1-Ref-1,1289.1457253347396
POL LaTH10-Ref-2,1288.1323853586805
POL LMDT4-Ref,1287.5214948103333
POL LACC10-Ref,1286.2470416806498
POL LOfC8-Ref,1284.6882705175888
POL LaTh10-Ref,1278.2408861698773
POL LvPH3-Ref,1274.6437081359948
POL RAMY5-Ref-3,1268.8788721940905
POL LAMY6-Ref-1,-1264.5553724660756
POL AINS1-Ref,1253.6144764782077
POL RpTH7-Ref-0,-1252.3404719696587
POL LaTh7-Ref,1250.6056729266272
POL RPvH10-Ref,1244.6800124094877
POL CINS5-Ref,-1243.2827316712235
POL LpTh13-Ref,-1237.1417060110368
POL LRMD10-Ref-0,-1233.7666403984665
POL LMDT7-Ref,1232.7509921860742
POL LPCn13-Ref,1225.1001314622574
POL LSCC8-Ref,1221.4556173288777
POL RAMY8-Ref-2,-1221.17349247961
POL LRCS12-Ref,1215.8717692690545
POL LAMY8-Ref-1,-1211.5549965759421
POL LaTH4-Ref-1,1211.4964012031623
POL RpHG6-Ref,1209.3749557653407
POL CINS10-Ref,1208.0637977726938
POL LRMD9-Ref-0,-1207.3250386231605
POL LAMY6-Ref-2,1204.5507920512239
POL LHiP1-Ref,1203.4927235835826
POL LPCn3-Ref,1202.9049249659538
POL LPHG4-Ref-0,1194.8013335841665
POL LHiP2-Ref,1187.1962610380594
POL RpHP5-Ref,-1186.6485553407208
POL RpIN8-Ref,1185.4914376715644
POL RpTh10-Ref,-1183.5088911112305
POL RPIN15-Ref-1,1177.2254918787253
POL LOfC10-Ref,1176.5158479209333
POL RPCn7-Ref,1173.245503553562
POL LpTh3-Ref,1172.5955071650953
POL RaTH8-Ref-1,1166.072999227735
POL RMiC1-Ref,1161.9298182797158
POL LAMY5-Ref-0,1160.5485397811665
POL RaTH9-Ref-0,-1158.9316205429302
POL LaIN12-Ref,-1156.6511053811334
POL LpTh7-Ref,-1154.7335084721228
POL RpHG4-Ref,1153.920674857307
POL RPCn11-Ref,-1149.3965011645726
POL LPCn8-Ref,1149.361767950948
POL RpTH9-Ref-0,-1147.4755429792929
POL LMCC1-Ref-0,1142.749335122059
POL RpTH15-Ref,1140.633038480637
POL RMiC5-Ref,1138.3672780975005
POL LACC4-Ref,1137.8366287037234
POL LaTh9-Ref,1129.9226933793695
POL LPHG1-Ref-1,1128.704928313911
POL LOFC7-Ref-0,-1123.343765135463
POL LANT8-Ref,1122.1236007404782
POL RpTH16-Ref,1119.0468123859582
POL LPHG9-Ref-1,1117.2926529056613
POL CINS16-Ref,1114.6696088134538
POL RaTH3-Ref-0,1113.7924605264313
POL RaTH4-Ref-0,1111.6313478494164
POL LAMY4-Ref-0,1107.1301669351196
POL LaTH2-Ref-0,1106.7585816080386
POL RpHG5-Ref,1105.9859503423127
POL LMCC15-Ref-0,1104.9468628794627
POL RPIN13-Ref-0,1096.464437827562
POL LACC9-Ref,-1088.9085874125713
POL LaTH12-Ref-0,1083.4767018018458
POL LAMY11-Ref-1,1081.2350371284851
POL RPIN9-Ref-0,1079.0679387558714
POL LHiP3-Ref,1072.7541776931805
POL LvPH11-Ref,1067.0101841392634
POL LMDT3-Ref,1061.485864794528
POL LpTH10-Ref-0,-1036.7767983114848
POL RPCn4-Ref,1034.9889915386495
POL RHIP10-Ref-0,1029.6564391763154
POL RPIN12-Ref-0,1025.6168555798824
POL LpTh14-Ref,1021.844701789816
POL RAMY6-Ref-0,1021.303069795084
POL RaIN16-Ref,1017.07434665562
POL RaTh1-Ref,1007.7683011756567
POL RsCC9-Ref,-1003.5023818107445
POL LHIP1-Ref-1,1002.4104807078182
POL RHIP9-Ref-0,996.2840605529835
POL CINS3-Ref,989.321649361939
POL LPHG4-Ref-1,983.8291661315903
POL LOFC12-Ref-0,982.900555831816
POL LPIN3-Ref-0,976.3112455696233
POL RPIN11-Ref-0,970.9624040534641
POL LaIN14-Ref,-970.6839035362914
POL RpTH13-Ref-0,-962.3214610763176
POL LaTH10-Ref-1,-960.1036115578919
POL RMiC10-Ref,958.349692734796
POL LMCC6-Ref-0,957.5405925063303
POL LPHG6-Ref-1,954.1051185966558
POL LRCS4-Ref,950.1028592007451
POL LRMD14-Ref-0,-941.4730571312283
POL RaTh9-Ref,940.719483109334
POL AINS12-Ref,-935.0688276762218
POL LHIP6-Ref-1,-929.3046688497124
POL RsCC12-Ref,-924.0674106110724
POL RMCC10-Ref-0,915.5603292620577
POL LPIN2-Ref-0,900.8676430898083
POL LpTh6-Ref,-898.0768165435557
POL RPIN14-Ref-0,896.4433366430054
POL LaIN5-Ref,-894.8159659368839
POL LACC3-Ref,894.1648031517493
POL RAMY8-Ref-3,892.6576974008067
POL LRMD8-Ref-0,-888.9648551991755
POL LvPH7-Ref,887.6654490096146
POL LRMD8-Ref-1,-877.6641006012686
POL RPCn13-Ref,877.2744382674113
POL LaTH1-Ref-1,876.3021943452753
POL LPHG6-Ref-0,-874.923481441932
POL LaIN4-Ref,-869.5644401564082
POL LaIN2-Ref,868.7649169634916
POL LOFC11-Ref-0,868.6950158337575
POL LaIN3-Ref,-864.0410477280539
POL LRCS8-Ref,858.2255479400185
POL RaTh12-Ref,855.9383659566555
POL RAMY1-Ref-2,854.5237178305047
POL LaTh12-Ref,-848.152055297386
POL LaTH8-Ref-1,842.420794409736
POL RPvH4-Ref,840.1968124242999
POL LpTH4-Ref-1,831.9396855889172
POL LSCC7-Ref,831.6616032525412
POL LRMD6-Ref-0,831.0183783813445
POL RAMY9-Ref-2,-830.9563706127041
POL RaTH9-Ref-1,826.8910896548012
POL RaIN13-Ref,822.5200964954286
POL LvPH10-Ref,820.6475130088178
POL RPCn12-Ref,-817.2551786128796
POL LMDT1-Ref,815.7184455656445
POL AINS14-Ref,-809.3983572380977
POL LSCC12-Ref,-808.2554571414214
POL LPCn15-Ref,806.0335287484102
POL LPTH12-Ref-1,804.2001925629614
POL LHIP5-Ref-1,799.7668904307163
POL RPvH11-Ref,799.1476509429349
POL LpTH2-Ref-1,797.2475142502991
POL LHIP8-Ref-1,794.5736129498172
POL RMiC9-Ref,791.2741361817938
POL LMDT2-Ref,790.7777816010548
POL LRCS5-Ref,-790.408335488821
POL LpTh2-Ref,788.1716381912305
POL RpHP11-Ref,788.1511176639592
POL RMCC12-Ref-1,784.933755621493
POL LSCC10-Ref,782.5248253633572
POL RAMY10-Ref-2,780.1477132853339
POL AINS10-Ref,-778.0464252854853
POL LSCC11-Ref,-771.805711072764
POL AINS5-Ref,769.2895529458568
POL LIL1-Ref,-767.5486642392406
POL LHIP4-Ref-1,760.4323489770165
POL RMCC15-Ref-0,756.6016110309993
POL RaTH8-Ref-0,-755.2117142099296
POL LRCS3-Ref,752.5887949278413
POL RaTh3-Ref,751.9955377985552
POL RMCC9-Ref-1,739.2029771474564
POL LHiP4-Ref,738.3986801473086
POL RaTH6-Ref-0,731.0578023330357
POL RAMY5-Ref-1,727.2420124052395
POL RMiC2-Ref,725.0815152753826
POL RPCn15-Ref,717.1023536160798
POL RPCn1-Ref,717.0646893979817
POL RaTh10-Ref,716.5877704063809
POL LHIP7-Ref-1,710.4580622612123
POL LAMY9-Ref-3,709.0985590114705
POL RAMY9-Ref-3,705.9137365955617
POL RaIN1-Ref,700.6288317006968
POL LaTH6-Ref-1,698.2146500527369
POL RpTh11-Ref,697.7424674061274
POL LaTH9-Ref-0,-695.7894257976994
POL LAMY7-Ref-2,692.041525385625
POL LOFC10-Ref-0,689.4825823548344
POL LaIN8-Ref,685.7993867755005
POL LpTH11-Ref-0,-681.2306904333566
POL RpHP3-Ref,680.2908062604735
POL RAMY8-Ref-0,673.3108212699615
POL RaTh14-Ref,673.0982869833771
POL LMiC2-Ref,671.3995231495561
POL CINS13-Ref,-670.2776579878436
POL RPCn9-Ref,669.3238027029569
POL LPCn14-Ref,667.074627379883
POL LACC1-Ref,658.369646111012
POL LOfC12-Ref,656.0839740585391
POL LaIN7-Ref,653.1011931970922
POL LAMY9-Ref-0,-649.3179774565693
POL LMDT5-Ref,639.3015052595906
POL RpHG10-Ref,625.6135805202881
POL LAMY8-Ref-0,624.713060365701
POL LHIP2-Ref-1,614.0145455864013
POL LpTh11-Ref,-607.5353078719863
POL AINS16-Ref,599.2502657808136
POL RAMY3-Ref-1,596.05629344503
POL LaTH3-Ref-0,594.7602706932255
POL LAMY10-Ref-2,-584.2892386068204
POL RaTH2-Ref-0,583.9525998380614
POL CINS9-Ref,580.6655757888577
POL LpFG5-Ref,575.7356500493499
POL LRMD4-Ref-0,570.4065422970469
POL RpTH11-Ref-0,569.7474190262941
POL RPvH8-Ref,560.8774625052191
POL RpTH12-Ref-0,559.6360012334449
POL RAMY7-Ref-1,-554.2915136197864
POL RPvH1-Ref,552.1771600404529
POL AINS7-Ref,-549.1731592513308
POL RpHG7-Ref,544.9631234935403
POL LvPH8-Ref,534.9075205063511
POL RpHG9-Ref,532.9862586866867
POL LOfC3-Ref,531.9517891223326
POL LaIN11-Ref,521.3603154154185
POL LAMY9-Ref-1,-500.6504579630871
POL CINS15-Ref,-484.5366589462924
POL LpFG6-Ref,483.763257607289
POL RaTH11-Ref-1,483.4420303187497
POL RaTH5-Ref-0,482.243544919513
POL RPvH3-Ref,-477.6710642360156
POL RpHG12-Ref,476.1449936716416
POL LpTH1-Ref-0,475.10230308390965
POL LMDT14-Ref,-473.7584920117589
POL LMCC14-Ref-0,463.80579137952634
POL LMDT12-Ref,-457.0903452828439
POL RpTH13-Ref-1,456.5619055148363
POL LaIN6-Ref,-452.0640719022533
POL LAMY3-Ref-1,446.64749015589274
POL LAMY10-Ref-3,441.2900117015429
POL LAMY8-Ref-3,440.880783902564
POL RMiC4-Ref,436.8343395131571
POL LAMY1-Ref-0,434.90512840833026
POL LHIP3-Ref-1,434.73854001510847
POL LAMY8-Ref-2,-427.51816524517534
POL AINS9-Ref,422.7316464769404
POL RpHG13-Ref,415.23492406129844
POL CINS8-Ref,411.1931905126111
POL RpHG14-Ref,409.108719528312
POL LaIN13-Ref,-403.7286951729115
POL LpTH1-Ref-1,390.2319278081136
POL RpHG3-Ref,-387.7566045543351
POL RpHG8-Ref,384.0150748636375
POL LOFC3-Ref-0,-383.625451212935
POL CINS12-Ref,-375.4566040882463
POL AINS13-Ref,374.73655777749866
POL RPIN10-Ref-0,372.18881554888975
POL LPHG3-Ref-1,370.0950298977984
POL RPIN4-Ref-0,-368.20941156106494
POL RAMY9-Ref-0,358.8723252894156
POL LPTH5-Ref-1,-357.44818738519297
POL RHIP6-Ref-0,356.241114323995
POL RpHG11-Ref,356.20252665642033
POL LMDT13-Ref,-353.74796287760614
POL LaIN1-Ref,348.38695971474675
POL LAMY10-Ref-1,-346.9309553243274
POL RHIP8-Ref-0,344.90054925131363
POL RpTH5-Ref-0,339.5350430830576
POL LAMY9-Ref-2,330.57907961079314
POL LRCS10-Ref,-330.5521007215997
POL LaTh11-Ref,-329.92907866279637
POL RsCC11-Ref,329.63595615283725
POL RsCC2-Ref,327.3159669147817
POL LPIN13-Ref-1,323.89154131814075
POL RpTH3-Ref-0,316.51692807948046
POL LMDT8-Ref,-315.62219771862067
POL CINS14-Ref,313.84392732755504
POL RpTH14-Ref-1,310.9475386679645
POL LOfC7-Ref,-310.94319623948553
POL LaTH5-Ref-1,301.84900354832166
POL RPCn14-Ref,294.98587032576296
POL LRMD15-Ref-0,-294.555443499406
POL LPCn4-Ref,283.80271602517536
POL RaTH14-Ref-0,-279.533787249033
POL RaTh13-Ref,279.4248768673196
POL LRMD16-Ref-0,-275.9299054473277
POL LSCC6-Ref,275.89420385329225
POL LPHG11-Ref,267.56630520235194
POL LPHG5-Ref-0,262.7654684613507
POL LAMY7-Ref-1,-259.1149235561497
POL LOfC11-Ref,258.1032822860984
POL RaTH10-Ref-0,-251.92095603696274
POL LMDT16-Ref,247.63506115750076
POL LRCS6-Ref,-247.22501985961404
POL LOFC4-Ref-0,-247.16327438576437
POL RPCn5-Ref,-246.0473035425334
POL RPvH2-Ref,242.84973793956019
POL LHIP10-Ref-1,-239.29841869308896
POL RPIN7-Ref-0,237.12381128082643
POL RpTH10-Ref-0,-236.85365686042636
POL CINS4-Ref,-233.7078432569715
POL LpTh8-Ref,-227.7163892556544
POL AINS15-Ref,222.04046504463662
POL RaTH13-Ref-1,-220.92000363493528
POL LMDT15-Ref,-215.18279140646737
POL RAMY12-Ref-0,214.84887223581097
POL RPCn10-Ref,-213.95595387422568
POL RaTH14-Ref-1,-212.20743254351933
POL LvPH1-Ref,205.89421666077953
POL LPHG10-Ref-0,-204.59753273959328
POL LaTH7-Ref-1,-203.07675749004574
POL LPHG2-Ref-1,201.88735091318213
POL RAMY10-Ref-0,201.42487876329855
POL LaTH9-Ref-1,-195.2654989662658
POL LPCn7-Ref,-194.71683733965938
POL RMCC13-Ref-0,192.3375959889843
POL RPvH6-Ref,190.1870192369515
POL RPvH12-Ref,-175.25943092635893
POL LAMY10-Ref-0,171.5199711809693
POL LRMD7-Ref-0,-166.66368586435215
POL RpHG2-Ref,165.0959748807555
POL RAMY7-Ref-0,-158.88712826301793
POL LPHG10-Ref-1,158.87901663145038
POL RpTh9-Ref,155.70417470092067
POL LITG2-Ref,155.32563680259983
POL LAMY4-Ref-1,153.83990009910852
POL LMiC3-Ref,-145.84564842697864
POL RpTh8-Ref,144.74021199280608
POL AINS3-Ref,-142.2913233136724
POL LITG5-Ref,139.660624258922
POL LHIP9-Ref-1,-136.90091765504945
POL RMCC10-Ref-1,133.18776556152716
POL LHiP12-Ref,-129.64376460808046
POL LvPH12-Ref,128.60085283733625
POL RpTh5-Ref,-127.9827048558381
POL CINS2-Ref,-123.00499440960921
POL LPCn6-Ref,-113.86205353625166
POL LPHG12-Ref,112.10229437051262
POL CINS11-Ref,-105.7957264768029
POL RHIP7-Ref-0,102.43839599773129
POL LAMY5-Ref-1,-97.67161724419195
POL LAMY12-Ref-0,93.38922742990462
POL LRCS9-Ref,-81.88979019336787
POL LpTH9-Ref-0,79.09778854963848
POL RAMY4-Ref-1,71.18542448856844
POL LACC11-Ref,61.56805124719363
POL LPTH11-Ref-0,58.70785682965914
POL RPvH7-Ref,-58.63777656422769
POL RaTH13-Ref-0,48.292776515251575
POL LAMY7-Ref-0,46.926090610255514
POL LPCn16-Ref,36.82179928485571
POL LPIN16-Ref-0,-34.86777774542699
POL AINS8-Ref,-33.12363678457453
POL LOfC6-Ref,-32.68951387377921
POL AINS6-Ref,-29.679100053596155
POL LOFC8-Ref-0,19.894130636437133
POL LRMD13-Ref-1,-16.712283937522912
POL LAMY11-Ref-0,-11.822824617233037
POL RPIN15-Ref-0,-0.11785812193728694
